Date,Bath Rugby,Bedford Blues,Bristol Rugby,Exeter Chiefs,Gloucester,Harlequins,Leeds Carnegie,Leicester Tigers,London Irish,London Scottish,London Welsh,Newcastle Falcons,Northampton Saints,Richmond,Rotherham Titans,Sale Sharks,Saracens,Wasps,West Hartlepool,Worcester Warriors
2005-01-06,1529.6587880759741,,,,1555.216742938686,1383.7562706983083,,,,,,1425.1424366409203,1473.6355367675947,,,,,,,1312.156157001514
2005-02-03,,,,,1558.039976209805,,1351.19009446523,1640.3419093265684,,,,,,,,1491.46111384656,1403.412296815156,1629.9378320466715,,
2005-02-10,1548.658070777956,,,,,1395.791431428825,,,1386.805982898815,,,1431.5774404561405,1447.0668303321454,,,,,,,1319.2395978328136
2005-02-24,,,,,1552.0144512754107,1377.0224723504236,,1644.5528205535813,,,,,,,,1509.0002081421094,1404.1979990019645,1618.0789293990294,,
2005-03-03,1519.1773424814469,,,,,,1322.8831238835742,,1395.3479999072629,,,1428.551037585762,1458.4989541400455,,,,,,,1352.5057582181676
2005-03-17,1523.3025294225765,,,,1532.492242731868,1407.349234747587,,1631.961608121521,,,,,,,,,1429.516432566818,1629.1748678971346,,
2005-03-31,,,,,,,1339.7205648590261,,1380.787947235701,,,1406.1392306636665,1484.1047436140213,,,1472.001426833786,,,,1334.6660545548266
2005-04-14,1543.1010754285714,,,,1522.5214442974163,1383.8183470208899,,1617.7283095641492,,,,1387.5080336875878,,,,,,1644.1228893328198,,
2005-04-21,,,,,,,,,,,,,1483.075996290866,,,1477.7119887591352,1454.4223144124035,1646.3272732767139,,
2005-04-28,,,,,,,1370.5391418528693,,1386.5026115251874,,,,,,,,,,,
2005-05-05,1533.3112941113934,,,,1493.9041974617028,1361.64245654328,,1612.9423553041975,,,,1390.2894979468174,,,,,,,,1364.2033985708285
2005-05-12,,,,,,,,,,,,,,,,,,1640.9267323398685,,
2005-05-19,,,,,,,,1597.3755721557345,,,,,,,,,,,,
2005-09-08,,,1385.4135009278766,,,,1374.8096293598705,1602.339150631785,,,,,,,,1491.8085210343795,,1660.2897735691656,,1364.731986915103
2005-09-15,1500.9819530224665,,,,1501.8323542275996,,,,1377.3382629997973,,,1368.0968883235355,,,,,1474.6459882578092,1654.535038104622,,
2005-09-22,,,1388.8376749744095,,,,1362.2231257492222,1613.5386909761428,,,,,1463.4003150751134,,,1488.8235583756268,,,,1393.8577430431658
2005-09-29,,,,,1521.8038390565116,,1354.3904060510292,,1380.9303130583658,,,1375.0813511229892,,,,,1447.3168891318064,1663.8398162020844,,
2005-10-20,1517.2488322764966,,1365.5769812222672,,,,,1611.6484200963614,,,,,1462.728168123611,,,1518.5497797755604,,,,1398.7241604629035
2005-11-10,,,,,1517.803934780301,,1336.5498342245974,,1388.1620508111066,,,,,,,,1470.060328639788,1652.034375150288,,1414.6568505538598
2005-11-17,1498.7132673361193,,1370.9600353412131,,,,,1601.9102207737494,,,,1363.633093068817,1444.6072097890064,,,1534.3030011554376,,,,
2005-11-24,,,,,,,1341.410231235137,,1416.6046944459736,,,,,,,1545.1084062314249,1480.4444653484393,1665.8093613293204,,1416.7009294647125
2005-12-01,1473.9139843207156,,1378.5095622030785,,1507.2954371413516,,,1595.0771113044934,,,,1377.0892999980933,1415.0988484368909,,,,,,,
2005-12-29,,,1394.5630927156476,,,,1346.0099486782767,,,,,,,,,1535.4963969067169,1454.2281267998997,1651.7022178747802,,1418.5340099224004
2006-01-05,1474.1278978573614,,,,1506.9365536453124,,,1584.047305931103,1422.1341117924344,,,1402.435794696497,1417.869093241193,,,,,,,
2006-01-12,,,,,,,1354.8082892057225,,1411.3117661681104,,,,,,,1554.612403777955,1434.662484061483,1663.1244434224411,,1392.9764836908216
2006-02-02,1476.5711643379568,,1366.215316917246,,1501.8487552472275,,,1589.6281555283786,,,,1409.4880194299194,1440.237194601635,,,,,,,
2006-02-16,,,,,1513.3714143614652,,1357.7337746932535,,1413.7699329063028,,,,,,,,1410.239455846088,1638.4349949024122,,1397.9039927900476
2006-02-23,1472.5320358515894,,1362.6963366328614,,,,,1581.9693604437027,,,,1413.1440635275255,1456.648573797776,,,1574.3537965730472,,,,
2006-03-02,,,,,1508.734616383423,,1364.2814973765046,,1441.8676083620292,,,1427.565238923187,,,,,1385.2057840237326,1639.599609574637,,
2006-03-16,1497.2840720894017,,1366.0254325902592,,,,,1570.9979211494626,,,,,1457.9332235920829,,,1546.4469190110651,,,,1401.5043186975365
2006-03-30,1483.3056357797839,,,,1478.0048480895941,,,,1442.8878988148458,,,1405.7043404746314,,,,,1414.73381525004,1624.8752432672625,,
2006-04-13,,,1395.3181826644425,,,,1343.6772368128795,,,,,,1482.0313262576506,,,1565.928722129989,,,,1378.3330362674021
2006-04-20,1480.630022893801,,,,1477.6987560926475,,,,1462.9858642429342,,,1410.9954852195642,1469.0977878534757,,,,1444.6672577461484,,,
2006-04-27,,,,,,,,1606.796449655414,,,,,,,,,,,,
2006-05-04,,,1375.3997706340276,,,,1326.772959295857,,,,,,,,,1557.8739063926926,1433.8525426473648,1580.3744448648472,,1382.338722739787
2006-05-11,1480.0712075716744,,,,1475.9656039510926,,,1620.446663606633,1490.2431556538934,,,1407.4942761977322,1468.9227603120019,,,,,,,
2006-05-18,,,,,,,,1625.346583848125,,,,,,,,1581.0353774724647,,,,
2006-06-01,,,,,,,,,,,,,,,,1591.0266649513458,,,,
2006-09-07,,,,,1484.6060409459255,,,1623.0950287794226,1490.3923036117005,,,,1475.5698746442115,,,,1415.888683758414,,,1359.8921491663446
